post_id,posted_at,genre,post_type,hashtags,hashtag_reach_score,total_engagements,likes,comments,shares,saves,engagement_rate,positive_sentiment_pct,neutral_sentiment_pct,negative_sentiment_pct,avg_view_duration,completion_rate,age_13_17_pct,age_18_24_pct,age_25_34_pct,age_35_44_pct,age_45_54_pct,age_55_90_pct,region_north_america_pct,region_europe_pct,region_asia_pct,region_south_america_pct,region_africa_pct,region_oceania_pct,device_mobile_pct,device_desktop_pct,device_tablet_pct
3eb4cc6d-05ae-489e-84c3-37941edca1c7,2024-03-20 01:14:00,beauty,carousel,"#esports, #beauty, #coding, #explore, #foodie, #fashion, #ootd",487,7427,3516,1202,480,324,74.35,72.7,15.3,12.0,71,0.721594086325257,9.2,18.9,24.4,4.9,23.6,19.0,25.5,35.8,1.2,11.9,22.9,2.8,41.5,26.1,32.4
0b5836a0-e87b-476e-a47f-95b9229ffb38,2024-02-12 13:57:00,food,image,"#motivation, #gym, #coding, #life, #tasty, #fashion, #cooking, #recipe",590,9250,4073,1582,296,309,67.68,55.3,30.9,13.8,260,0.3564683964318388,31.1,10.6,5.5,16.9,32.4,3.4,17.2,20.3,4.2,25.4,13.6,19.2,23.8,42.2,34.0
e08a418c-a9e2-4564-8110-390e58cc0a1c,2024-01-22 09:10:00,fitness,image,"#tech, #makeup, #fitness, #gym, #workout",363,2116,1083,221,57,36,66.02,70.9,20.3,8.9,183,0.5795265576324852,18.8,10.2,34.8,25.8,5.6,4.9,11.4,24.4,26.1,3.7,10.4,24.0,43.8,11.4,44.8
6e6252ef-9ee8-47ab-84d1-2055a5b46658,2024-01-14 02:11:00,gaming,reel,"#esports, #gamer, #gameplay, #adventure, #travel, #gadgets",487,2775,2128,522,226,49,105.41,53.1,37.1,9.8,180,0.8780194614224557,33.5,16.3,23.6,16.0,9.3,1.3,12.2,1.2,22.8,14.5,35.6,13.7,79.0,16.3,4.8
21ea9c74-8e80-4370-bbe7-79c1d2bfb3e2,2024-01-22 06:22:00,lifestyle,reel,"#recipe, #glam, #gadgets, #life",274,7866,4661,1025,650,382,85.41,57.5,23.8,18.7,115,0.5088513324101108,15.1,21.8,14.9,23.7,5.3,19.2,20.5,18.2,20.5,18.2,0.4,22.3,37.1,48.2,14.7
0b89faa3-5f2e-4019-84d7-bc987f07233b,2024-03-27 18:00:00,tech,image,"#style, #workout, #esports, #foodie, #gadgets, #cooking, #tech, #tech",547,7066,5126,370,648,212,89.95,74.7,9.8,15.5,184,0.8805696612317171,22.1,15.5,14.0,12.0,18.5,17.8,14.4,6.0,20.0,18.3,12.8,28.5,36.4,18.7,44.9
53bfc66e-acc2-46d3-9c58-5abdca162776,2024-02-22 20:45:00,gaming,reel,"#esports, #gaming, #streamer, #esports",215,7484,3016,794,283,159,56.81,75.2,15.8,9.0,138,0.802402726797337,23.3,22.1,11.5,6.7,25.0,11.5,18.1,18.1,13.3,7.4,21.2,21.9,41.4,26.0,32.6
5d36e308-e88d-491d-a75c-d22b0f836bdf,2024-02-11 06:05:00,travel,reel,"#explore, #travelgram, #glam, #gameplay, #travel",346,2528,1037,130,206,40,55.89,64.7,22.1,13.2,44,0.4261775837272543,24.8,14.6,0.6,18.7,25.1,16.2,7.0,6.1,26.5,22.9,25.5,11.9,7.7,60.7,31.6
907f040b-9d03-4d25-ac57-639d7ba6c82e,2024-02-18 10:40:00,beauty,reel,"#glam, #skincare, #adventure",271,8387,6067,645,174,143,83.81,62.7,23.2,14.1,103,0.4500558890683629,0.9,26.8,27.3,13.3,16.8,15.0,10.9,1.7,1.3,28.8,8.6,48.8,19.2,48.5,32.3
63f9a1a5-8c46-4265-b4b5-73239c941134,2024-03-28 22:17:00,tech,carousel,"#travel, #innovation, #coding, #coding, #gadgets, #recipe",393,7436,3280,1256,498,123,69.35,48.2,35.9,15.8,114,0.5792259763217087,19.9,20.5,27.4,12.5,14.7,4.9,21.0,19.2,10.5,20.8,22.5,5.9,27.1,70.5,2.4
1ad3168c-3e52-46c2-8b4b-1925cb97240d,2024-01-30 17:04:00,fitness,image,"#gaming, #tech, #fitness, #style, #ootd, #wellness, #mindfulness",504,7317,3756,598,273,237,66.48,68.7,12.2,19.2,289,0.7647680609517157,21.2,17.6,15.0,16.9,17.9,11.4,24.8,2.4,13.8,6.0,22.8,30.2,31.2,32.9,35.9
a6be0e16-3237-49ea-99f4-b1306bb6a926,2024-03-19 01:25:00,gaming,reel,"#gameplay, #esports, #mindfulness",223,5889,3996,696,517,286,93.31,44.9,44.5,10.6,233,0.7009411504374741,54.5,2.6,4.2,0.9,9.3,28.5,4.5,21.0,8.6,21.1,23.1,21.8,7.3,49.5,43.2
9febf934-2b89-4fb3-990c-5d08280a337c,2024-03-14 15:42:00,tech,image,"#recipe, #glam, #makeup, #lifestyle, #wellness, #ai, #coding",494,9029,7137,887,708,171,98.6,50.6,40.0,9.4,80,0.5765724727937411,2.7,17.9,28.0,21.2,23.6,6.6,0.8,14.0,52.8,12.1,6.7,13.5,31.0,43.0,26.1
b72a72c2-f60f-49c0-b449-4221c28e3f79,2024-01-15 07:01:00,food,carousel,"#foodie, #tech, #foodporn, #tasty, #cooking, #trendy",465,8550,4059,464,623,240,62.99,50.6,30.5,18.9,258,0.42342322545213595,4.9,24.9,8.7,29.0,29.4,3.1,24.6,14.2,9.9,13.5,20.0,17.8,39.8,38.6,21.6
d6089230-f851-42e5-987f-3f5c217f4ff6,2024-02-14 20:18:00,tech,carousel,"#tech, #skincare, #tech, #ai, #coding, #ootd, #fashion",437,5718,3965,366,344,217,85.55,59.1,31.3,9.6,284,0.4544037073704981,34.6,9.1,12.0,2.7,7.2,34.4,14.0,7.4,11.1,3.2,28.5,35.8,49.3,20.6,30.1
bab339ec-8d27-4245-b421-78ae7fb61b8e,2024-02-02 11:29:00,gaming,carousel,"#health, #explore, #gadgets",238,1222,893,116,57,37,90.26,66.6,15.5,18.0,67,0.5600757738739233,29.0,16.7,9.3,17.9,22.0,5.1,15.5,1.3,25.1,30.3,18.7,9.0,66.9,19.6,13.5
56b6192f-ca13-4166-b8de-ceb97fcbbd9c,2024-03-13 11:18:00,gaming,carousel,"#gameplay, #gamer, #gameplay, #streamer, #gaming",320,2805,2209,350,209,80,101.53,46.0,34.5,19.5,159,0.6582232757392636,23.1,24.6,11.3,10.7,29.7,0.6,3.1,18.0,25.3,38.8,0.0,14.8,22.9,23.6,53.5
bed288f6-33a3-4278-b605-9ade00c35d79,2024-03-13 13:43:00,travel,reel,"#streamer, #wellness, #explore, #workout, #coding, #tasty",427,6283,4534,445,511,125,89.37,56.7,35.4,8.0,32,0.35079545552146174,10.3,10.1,31.4,15.6,6.2,26.5,22.7,16.5,22.4,11.7,11.6,15.2,35.3,24.4,40.2
f0dcb6d0-16ce-4020-a3cb-d0e390f6bc09,2024-03-24 03:21:00,lifestyle,carousel,"#ootd, #lifestyle, #foodporn, #trendy",254,2595,1891,349,195,115,98.27,44.9,41.4,13.8,229,0.8155883326746196,12.9,18.0,17.6,13.0,14.1,24.3,4.0,16.2,18.6,24.2,20.8,16.1,18.3,44.5,37.2
36faa679-d5ee-44c1-8c9e-8d1133ae7b3a,2024-02-25 04:40:00,food,carousel,"#fashion, #inspiration, #ootd, #tasty, #foodie",388,1354,641,233,98,22,73.41,69.7,17.1,13.2,240,0.7291093998789664,13.4,8.2,18.8,27.0,13.9,18.8,21.9,22.3,1.5,24.0,29.7,0.6,17.8,15.4,66.8
fd8e3b8f-eb1a-4603-963e-d13f29ab48d6,2024-02-05 21:19:00,travel,reel,"#cooking, #travelgram, #travel, #wanderlust, #workout, #travelgram, #beauty, #mindfulness",511,7454,3184,1311,437,361,71.01,64.2,28.1,7.7,151,0.43529792368945214,20.7,14.8,19.3,7.6,20.4,17.2,3.0,1.3,32.9,10.4,29.9,22.4,55.9,19.5,24.6
8ea881b4-6176-4f24-88d9-bcae3ea09577,2024-02-25 16:51:00,travel,reel,"#gym, #adventure, #wanderlust, #gameplay",270,4150,1802,222,401,57,59.81,41.3,51.6,7.1,188,0.34077169093091425,0.2,23.9,17.6,26.7,10.5,21.1,6.4,7.0,27.7,16.8,12.0,30.2,42.4,14.9,42.7
5f3530d0-adca-4362-a61a-0a7b849e5b34,2024-02-06 02:34:00,travel,video,"#explore, #travelgram, #workout, #wanderlust",271,4955,3673,940,297,128,101.68,42.3,42.3,15.5,15,0.8587479206414068,5.2,22.1,43.1,12.3,1.4,15.9,3.6,14.1,18.9,23.8,17.1,22.6,21.4,33.3,45.4
44f8e6fd-ebcb-4223-ac10-d64d40a193f6,2024-01-26 17:38:00,fashion,reel,"#fashionista, #ootd, #gamer, #tasty, #trendy, #trendy, #foodie",450,7215,4854,1159,463,87,90.96,70.6,13.9,15.4,187,0.8385841052909235,13.0,12.9,4.2,13.2,27.1,29.7,2.1,8.5,21.5,8.3,27.3,32.4,8.8,28.7,62.4
418ea0ab-56a0-4318-89e0-7305a1824945,2024-02-26 22:19:00,tech,video,"#mindfulness, #gadgets, #tech, #ai",295,7011,4992,658,506,217,90.9,50.7,33.8,15.5,199,0.4106560781296746,16.4,1.8,29.4,23.0,20.3,9.1,9.2,29.5,8.4,14.8,32.5,5.6,66.8,29.8,3.4
2b0cf7ad-1836-4e1f-b80c-5ae20d4ffb77,2024-03-09 01:42:00,beauty,carousel,"#motivation, #glam, #makeup, #beauty, #selfcare",379,5999,2474,986,569,278,71.8,70.2,19.8,10.0,190,0.4612484097148326,29.4,9.3,26.8,7.7,1.0,25.8,18.8,15.3,16.4,11.2,19.3,18.9,42.6,26.5,31.0
faa0d520-9c93-4514-a5e5-6fdabecec9a2,2024-03-24 19:00:00,lifestyle,carousel,"#foodporn, #esports, #travel, #trendy, #tasty, #lifestyle",458,3036,1587,452,263,133,80.2,57.8,37.0,5.3,281,0.7309915783020842,0.4,1.8,17.9,31.8,27.7,20.4,17.0,29.3,13.6,7.9,24.2,8.0,53.1,0.9,46.0
8b007084-4626-4965-bcb5-b661cf911e82,2024-02-14 03:04:00,tech,image,"#makeup, #tech, #gaming, #inspiration, #innovation, #cooking, #gadgets",547,9305,5373,1178,362,214,76.59,54.9,27.8,17.3,246,0.6955186554392341,13.0,20.1,27.4,4.5,10.2,24.7,14.7,30.4,19.4,5.0,1.4,29.1,52.6,38.7,8.7
e579070c-d598-4214-911a-120f21fb5327,2024-02-10 08:12:00,gaming,image,"#workout, #fashion, #tasty, #esports, #gadgets, #esports, #streamer",389,5801,4434,576,486,284,99.64,49.2,41.0,9.7,69,0.8216752769086169,27.3,19.5,12.5,26.9,11.5,2.2,13.7,6.5,22.2,6.5,23.4,27.8,39.3,36.5,24.1
c4626da4-00ad-4e64-8f9b-10504febd5fd,2024-01-04 22:10:00,beauty,reel,"#beauty, #travel, #makeup, #makeup, #foodie",299,2196,994,395,205,101,77.19,54.2,34.8,11.0,151,0.49368004374534374,14.8,18.9,3.2,23.8,23.8,15.7,22.8,11.0,13.9,12.6,13.9,25.8,46.6,4.6,48.9
4d1fcef7-e5ef-4b77-8d1c-3d0edf7928f8,2024-01-23 04:02:00,fitness,image,"#skincare, #gameplay, #motivation",219,4451,2546,408,402,100,77.65,53.9,38.6,7.5,232,0.8333278541219202,12.2,20.6,9.5,7.2,39.7,11.0,12.6,4.4,25.1,23.1,7.7,27.2,67.3,23.9,8.9
7ba2f11a-75bd-4e10-85f1-a3ca659a4b50,2024-02-03 02:55:00,gaming,video,"#tech, #beauty, #esports, #explore, #fashionista, #gameplay, #gadgets, #streamer",611,3241,2583,517,95,78,100.99,43.2,39.9,16.9,24,0.5508956090568676,24.4,11.0,17.0,9.3,21.2,17.2,21.8,10.2,22.0,18.7,7.5,19.8,8.1,66.9,25.0
bc114967-ead0-414c-86d8-2b1ba6046400,2024-03-19 12:40:00,lifestyle,carousel,"#mindfulness, #ootd, #fitness, #motivation, #recipe, #lifestyle",483,4845,3173,594,351,83,86.71,52.0,39.5,8.5,32,0.46099034019785545,10.4,17.3,28.4,14.0,12.7,17.2,24.2,9.2,31.1,10.4,21.3,3.7,25.0,49.2,25.8
3bed37ba-0e48-47d0-86cc-081ae136ade4,2024-02-13 20:52:00,tech,video,"#travelgram, #motivation, #coding, #tech",284,1747,914,194,114,29,71.61,48.2,37.4,14.4,149,0.48087986122479,29.3,18.9,10.2,18.7,0.6,22.3,24.2,20.4,14.7,17.4,13.8,9.6,10.4,40.4,49.2
691d3930-f282-4501-b69c-7f4a3afddc22,2024-03-21 22:15:00,tech,video,"#innovation, #style, #makeup, #ai, #cooking",347,1553,790,106,128,56,69.54,45.2,38.6,16.1,200,0.31032751944580944,11.6,3.6,3.2,31.0,32.7,17.8,5.4,26.4,28.4,7.0,21.7,11.2,25.1,47.2,27.7
6bd45bec-187e-47db-b321-4f15c5ac2f05,2024-02-20 11:48:00,gaming,video,"#ai, #inspiration, #skincare, #gaming",322,9955,6827,1173,659,109,88.08,70.8,17.4,11.7,169,0.5768232183554836,27.2,6.2,17.7,8.2,35.9,4.8,18.1,2.6,12.3,25.5,15.9,25.6,36.3,31.5,32.2
8a8169c4-5108-43b9-b825-985b63d95806,2024-03-06 17:54:00,gaming,video,"#wanderlust, #gameplay, #lifestyle, #adventure, #streamer, #innovation, #esports, #motivation",574,2334,1793,265,61,35,92.29,40.5,46.7,12.8,107,0.7164271031045073,4.5,7.4,32.4,4.2,33.0,18.5,27.9,13.3,0.3,3.8,31.8,23.0,32.0,67.6,0.4
9b15f04e-c2b8-4e73-b20e-d3ccf13cef1e,2024-02-12 03:03:00,gaming,carousel,"#adventure, #streamer, #wanderlust, #gamer, #life, #esports, #innovation",425,8679,5535,520,615,393,81.38,53.8,41.0,5.2,159,0.6002250630855892,6.6,9.8,31.3,14.6,25.1,12.6,33.2,10.5,30.6,5.3,11.2,9.2,31.7,27.2,41.1
86d4ed45-69b5-4755-aff2-09d98fb5395f,2024-01-31 17:25:00,food,carousel,"#adventure, #inspiration, #gaming, #tasty, #foodie, #explore",417,7181,5095,1119,347,312,95.71,52.7,41.1,6.2,250,0.5389764012869479,29.7,10.5,8.1,31.1,13.6,7.0,8.4,4.1,30.3,22.0,6.0,29.2,59.0,38.8,2.1
6f6f1475-02e0-4e15-8968-8436b0ddcf30,2024-02-05 20:03:00,lifestyle,carousel,"#lifestyle, #innovation, #ootd",237,1498,1116,283,149,52,106.81,59.6,28.3,12.1,47,0.40355113793938846,25.8,22.1,23.8,1.1,0.8,26.3,6.1,19.5,39.3,2.6,29.6,2.9,4.7,59.3,36.0
82193b22-e964-477e-aef8-e85d66ab6262,2024-02-05 19:12:00,fashion,carousel,"#fashionista, #fashion, #tasty, #foodie, #tech, #trendy",386,9281,5231,1348,810,442,84.38,52.4,34.1,13.4,183,0.7634223266325559,4.7,18.5,33.1,3.4,36.8,3.5,17.8,35.2,1.1,9.5,0.6,35.8,48.0,18.2,33.7
efe4fad7-a357-46c7-98e1-50c30bd858b7,2024-03-21 21:53:00,gaming,carousel,"#beauty, #cooking, #gaming, #esports",298,3793,1572,664,192,119,67.15,48.4,36.0,15.5,88,0.5801047394280647,10.3,24.1,23.7,6.2,20.8,15.0,33.6,11.2,20.3,1.4,5.0,28.6,39.0,6.0,55.0
4364ad9b-123d-487b-8b35-32e767a8a457,2024-01-03 14:51:00,travel,image,"#trendy, #foodporn, #explore, #streamer, #explore",277,8478,5404,1307,665,245,89.89,49.7,34.4,15.9,99,0.44171014960599925,22.4,18.0,14.9,1.5,34.6,8.7,19.4,12.3,26.3,27.0,7.5,7.6,11.1,66.3,22.6
cbbe5a9a-e75e-4883-9280-018dff6c2a78,2024-02-25 02:46:00,tech,carousel,"#coding, #streamer, #travel, #travelgram, #fashionista, #tech",495,5009,2312,667,410,51,68.68,46.4,47.1,6.5,227,0.3557102114241718,22.3,16.0,8.6,19.1,15.2,18.8,10.8,31.8,13.6,11.1,9.6,23.0,29.7,64.6,5.7
70bcde73-a901-4742-a64e-c07a1cb642e8,2024-03-24 05:27:00,beauty,reel,"#trendy, #recipe, #fitness, #ai, #health, #skincare, #makeup, #gym",584,3469,1783,374,297,39,71.87,78.3,10.3,11.3,227,0.3291261589442037,5.6,23.4,28.6,16.0,2.8,23.5,0.5,14.3,25.8,17.2,20.4,21.8,49.6,37.0,13.5
059577cf-69ca-456b-8205-91628806a82d,2024-01-06 03:55:00,lifestyle,carousel,"#skincare, #gameplay, #lifestyle, #inspiration",330,9021,5269,518,612,223,73.41,57.0,27.8,15.1,221,0.5404437528061128,34.6,1.1,12.1,13.2,18.8,20.2,29.3,21.3,15.9,7.0,21.4,5.1,26.5,68.0,5.5
5fd7d8be-8872-43f5-ad77-220c8fae8e89,2024-02-02 23:41:00,travel,reel,"#glam, #tasty, #ootd, #travel, #adventure",344,2298,1688,264,67,40,89.6,50.4,40.0,9.5,220,0.680863597669739,15.8,26.2,7.5,24.5,11.5,14.5,19.9,7.1,17.1,15.4,23.2,17.3,6.0,27.1,66.9
dc4281ef-9619-43ef-a15c-5dbc1a1b8bff,2024-03-10 12:30:00,fitness,video,"#workout, #esports, #health, #foodporn, #wanderlust, #gym",413,1205,647,118,103,19,73.61,74.2,13.3,12.5,210,0.6300422135376165,19.5,6.2,14.3,14.8,24.2,20.9,2.9,26.1,18.5,10.6,26.2,15.7,34.6,18.1,47.3
d0623cfb-5673-4a78-abb9-7edb3e4fe4d4,2024-01-28 13:57:00,fitness,video,"#gamer, #streamer, #workout",270,5569,2939,581,158,252,70.57,78.4,5.2,16.4,296,0.6752970746394107,10.4,17.5,12.8,28.0,16.2,15.1,9.0,14.6,27.1,17.0,23.6,8.7,39.3,2.2,58.6
244ec46e-ba85-4b05-8ab6-e090bf6ac517,2024-02-17 00:47:00,food,reel,"#wanderlust, #cooking, #workout, #gym, #foodporn, #wellness, #beauty",603,7378,4580,1324,649,121,90.46,54.8,27.1,18.1,25,0.5180239605878119,4.9,26.4,26.0,9.1,8.3,25.2,15.2,24.9,20.0,24.5,12.6,2.8,33.1,62.4,4.5
e35aec31-dba2-4ac7-923a-67611da2a492,2024-02-24 03:06:00,gaming,video,"#gamer, #foodporn, #health, #coding, #gameplay",400,3391,2505,555,225,141,101.03,68.9,20.6,10.5,70,0.3879156840180579,31.0,6.7,11.5,22.8,12.5,15.6,22.7,22.8,10.3,20.7,10.0,13.6,18.0,42.2,39.8
a87bf696-50f7-4d9f-9956-f31403d53e32,2024-02-19 08:40:00,lifestyle,video,"#foodporn, #gamer, #gaming, #life, #adventure, #motivation",458,4734,1946,387,209,157,57.01,50.4,33.8,15.8,108,0.5181361988078539,22.7,30.4,12.4,18.9,5.2,10.5,14.4,33.4,18.7,6.5,20.2,6.8,34.0,34.3,31.7
a7b0d1f5-1687-445f-a312-4b8d9cce71c9,2024-02-21 20:06:00,fashion,reel,"#style, #ai, #tech, #ootd, #fashionista, #esports, #trendy, #glam",559,6398,3857,580,620,280,83.42,61.5,32.3,6.2,62,0.7319888720803744,26.7,14.9,17.5,8.2,26.6,6.1,22.7,5.6,31.0,8.4,8.8,23.5,16.9,38.3,44.8
d3c66020-1697-4962-95fa-5d590d81cfa8,2024-03-23 06:37:00,gaming,video,"#life, #gamer, #selfcare, #streamer, #health, #gameplay",483,8475,6753,743,445,176,95.78,65.2,24.8,9.9,170,0.39383263524727846,19.0,11.1,25.3,10.4,20.9,13.4,4.5,30.8,7.4,0.3,36.3,20.7,10.2,29.6,60.2
e19e65c8-38a9-4d17-8320-d7e8497348bd,2024-01-22 05:39:00,beauty,video,"#inspiration, #beauty, #workout, #tasty, #adventure, #gadgets",481,3574,1895,455,206,120,74.87,56.7,27.4,15.9,87,0.49528982217393436,7.8,8.9,31.8,28.4,12.6,10.4,11.7,21.4,28.9,0.2,35.7,2.1,34.3,58.4,7.3
a518a9e8-cd11-4b4d-afd6-76f6f8dcb0d7,2024-03-16 15:02:00,gaming,reel,"#coding, #fashionista, #gamer",289,7390,4989,1377,435,156,94.14,64.3,25.1,10.6,114,0.41048401737779583,4.2,26.4,11.4,15.3,38.1,4.6,39.0,20.8,7.6,7.6,15.0,10.0,35.9,46.5,17.6
fd632302-562f-4058-a2c4-14ea1f94d17a,2024-01-30 14:23:00,gaming,video,"#coding, #gamer, #gaming, #recipe, #streamer",421,6456,3096,1263,262,220,74.98,77.3,15.6,7.1,174,0.34381547204408264,18.0,12.0,22.6,22.4,23.3,1.7,25.0,24.1,22.0,8.2,13.5,7.1,37.6,21.4,40.9
7ed72e35-a42e-4e7b-aa63-5d7b43538ed6,2024-02-28 16:49:00,fitness,video,"#travel, #health, #tasty, #lifestyle, #inspiration",337,8084,6109,891,351,282,94.42,55.6,39.3,5.1,230,0.37386605963479236,10.0,4.7,26.6,18.2,23.9,16.6,26.8,25.9,20.7,16.7,5.5,4.3,62.1,14.4,23.6
172ee6c9-9c8f-4272-a667-8857157e5128,2024-01-04 14:55:00,beauty,carousel,"#makeup, #selfcare, #skincare, #recipe, #mindfulness",373,4417,2438,516,229,80,73.87,55.2,27.6,17.2,170,0.32722169521779926,3.3,6.3,32.8,26.0,4.4,27.2,22.0,9.3,5.6,29.0,23.5,10.6,42.8,25.9,31.3
ccceea5f-f0a7-4166-a4a0-e289697e7fcb,2024-01-23 18:00:00,tech,reel,"#fashion, #innovation, #gadgets, #tech, #style, #beauty",485,3096,1880,219,178,35,74.68,63.8,28.0,8.1,38,0.36744635389177677,24.1,9.6,20.1,26.8,13.7,5.7,22.4,12.3,31.0,26.4,1.0,6.8,14.9,51.9,33.2
76abec02-bb05-4062-891f-eeb834b0c155,2024-02-29 13:54:00,gaming,video,"#cooking, #gadgets, #travelgram, #tech, #travel, #ai, #gameplay, #esports",607,9793,5642,1748,829,98,84.93,59.0,22.5,18.5,98,0.3085930383635511,9.0,11.4,19.0,33.7,23.5,3.4,4.2,17.2,26.9,4.8,22.0,24.8,34.3,36.7,29.0
42a12b6d-5c44-4173-8a1f-bb07fa28d74e,2024-01-31 05:25:00,fashion,reel,"#gadgets, #cooking, #style",237,6284,2543,767,556,110,63.27,74.8,5.7,19.6,288,0.8905870196501104,12.3,30.1,13.7,8.0,13.3,22.6,27.5,5.1,9.4,24.1,21.3,12.6,20.0,59.2,20.8
28e1ed13-cf50-4485-8162-6601802b2eba,2024-03-05 05:25:00,food,reel,"#explore, #selfcare, #gym, #coding, #foodporn, #recipe, #foodporn, #foodie",528,9370,4478,1649,353,99,70.21,69.3,20.4,10.3,76,0.3862749404352849,18.2,4.6,26.1,15.9,24.2,11.0,13.7,3.7,6.1,23.2,22.6,30.8,37.6,58.8,3.6
04b0fe0f-f4ce-4ca5-a074-549cb7810404,2024-02-01 12:50:00,travel,carousel,"#wanderlust, #ai, #travelgram, #travel, #foodporn, #recipe, #innovation, #explore",683,3612,2378,392,128,156,84.55,42.8,37.7,19.5,128,0.8216167726366166,8.8,28.5,3.9,23.6,30.2,4.9,0.7,7.1,19.0,6.3,38.3,28.7,6.0,58.5,35.4
269d3390-a6bd-49ad-a679-9c8a46414e6d,2024-03-30 13:26:00,gaming,image,"#esports, #streamer, #mindfulness, #fashion, #cooking, #selfcare, #streamer",487,1928,1263,346,81,75,91.55,51.0,40.2,8.8,209,0.7878964027995792,17.3,14.3,28.5,33.5,2.8,3.5,17.3,19.5,3.0,22.9,20.8,16.4,25.0,26.1,48.9
604c1235-bb6e-4247-b7a0-cd5b470998a0,2024-03-26 00:13:00,beauty,reel,"#selfcare, #skincare, #streamer, #lifestyle, #life",405,3961,1622,760,110,185,67.58,72.1,12.0,15.9,184,0.5022007486487813,24.4,7.3,23.5,9.9,27.9,7.1,27.7,7.4,22.2,5.9,21.6,15.3,22.3,45.9,31.8
0ac753f7-6d25-4b47-88be-000a9bc8a721,2024-02-16 05:10:00,gaming,video,"#gameplay, #gaming, #foodie, #streamer, #fashion, #health, #travelgram, #tech",536,6288,2555,493,281,190,55.96,65.7,24.9,9.4,216,0.4116348259802376,25.0,8.0,27.6,3.4,4.2,31.8,6.6,15.4,16.1,6.0,17.5,38.4,32.7,29.7,37.6
4d0e0553-66d4-4cdc-a17d-ebce70ec914e,2024-03-21 18:56:00,beauty,video,"#gaming, #travelgram, #trendy, #selfcare, #streamer",328,7342,5129,1145,723,309,99.51,50.5,38.9,10.6,37,0.7092042059648587,25.0,26.0,8.9,9.9,26.6,3.7,15.8,3.8,28.7,23.0,14.9,13.9,58.0,6.0,36.1
e2892a9b-c95a-4bec-a8fc-27e7cac4553b,2024-02-05 18:16:00,food,reel,"#explore, #glam, #tech",183,1451,994,179,110,69,93.18,79.4,12.3,8.2,213,0.5287744255203681,13.1,15.6,19.6,9.6,16.6,25.5,25.4,11.7,0.3,22.7,26.5,13.4,7.9,33.7,58.5
7449dea8-7363-477e-a3d6-60f1b22bd9c6,2024-01-18 10:11:00,gaming,video,"#gamer, #streamer, #mindfulness, #gamer, #fashionista",308,2570,1347,196,139,51,67.43,43.6,47.5,8.9,264,0.3893098524854845,11.0,19.2,35.4,4.5,24.7,5.1,23.9,29.2,4.1,0.1,42.2,0.5,36.0,28.5,35.5
1864dcd3-b36a-4720-9132-38ad560b398d,2024-01-04 19:02:00,gaming,reel,"#wellness, #tech, #inspiration, #fitness",336,9807,7407,1657,290,464,100.11,77.4,16.0,6.6,284,0.6859191039246265,36.2,31.2,8.9,5.3,10.2,8.2,16.7,21.0,19.8,23.9,16.9,1.7,53.2,5.7,41.1
8800d95b-9586-4c6a-84a1-6d6aa1312451,2024-02-11 04:28:00,lifestyle,video,"#gamer, #mindfulness, #selfcare, #explore, #gameplay",392,4244,2194,610,222,106,73.8,59.6,28.0,12.4,118,0.7274463474168353,11.6,17.5,14.1,18.0,28.4,10.4,7.1,3.4,33.5,28.1,21.5,6.5,40.9,53.3,5.8
09aed883-f0a5-4f16-8306-6b3326744dde,2024-01-27 15:13:00,food,reel,"#glam, #tasty, #mindfulness, #innovation, #foodporn, #ootd, #foodie, #adventure",631,1255,524,134,115,18,63.03,51.6,29.8,18.6,39,0.41001513691368563,24.4,33.9,12.2,6.6,14.4,8.5,15.8,16.4,6.8,24.3,17.9,18.7,20.5,33.3,46.2
05f2e90c-2f57-48cd-95a5-eab7e347d51b,2024-01-22 23:16:00,fitness,image,"#fitness, #gym, #health, #wellness, #gamer",357,7524,3866,699,665,153,71.54,70.4,18.6,10.9,120,0.4103778971458091,32.3,7.4,3.2,30.9,7.3,18.9,2.2,22.7,4.9,40.6,3.9,25.5,46.8,18.3,34.9
4d7795d1-2289-4fe7-bf8a-d4109bb156f0,2024-02-12 21:46:00,tech,carousel,"#fashionista, #selfcare, #recipe, #travelgram, #coding, #style",476,8190,3358,950,716,279,64.75,51.5,41.1,7.4,119,0.3866444406816222,34.7,20.1,7.1,4.1,32.9,1.1,2.3,53.3,40.4,0.3,0.2,3.5,57.1,9.5,33.3
61d3db13-ea4c-4c47-bc1b-9175a758462b,2024-02-19 08:56:00,travel,reel,"#travelgram, #adventure, #adventure, #explore",255,3626,1984,192,306,57,70.02,58.4,25.9,15.7,31,0.4196458483510232,16.4,6.9,12.2,25.4,10.7,28.5,16.8,14.7,13.7,12.3,15.1,27.4,19.6,39.1,41.3
24879313-5210-4c6f-8457-04ca82b6cb09,2024-03-11 05:42:00,fitness,video,"#wanderlust, #fashion, #health, #trendy, #gym, #life, #wellness",531,7296,5653,837,696,79,99.58,48.3,38.2,13.5,82,0.39795404709213617,4.5,25.7,17.8,20.1,16.8,15.0,6.8,20.5,21.1,13.5,16.9,21.2,41.4,21.4,37.1
9072d836-850b-459c-9e67-f2f6518110a4,2024-03-09 19:26:00,food,carousel,"#foodporn, #motivation, #gamer",216,3593,2244,518,273,76,86.59,73.9,17.3,8.7,47,0.5128271100050772,3.8,31.7,30.5,3.3,1.3,29.5,17.3,29.1,10.7,13.0,16.8,13.2,53.6,11.0,35.4
